statistics,f_21_001,f_21_0001,f_21_00001,f_21_001_startvalue,f_21_0001_startvalue,f_21_00001_startvalue,f_49_001,f_49_0001,f_49_00001,f_49_001_startvalue,f_49_0001_startvalue,f_49_00001_startvalue,c_21_001,c_21_0001,c_21_00001,c_49_001,c_49_0001,c_49_00001,m_21_001,m_21_0001,m_21_00001,m_49_001,m_49_0001,m_49_00001
i_242_3027_AS_Prediction,-1.6416283,-1.6383042,-1.6383042,-1.6369278,-1.6358376,-1.6356421,-1.6416908,-1.6356889,-1.6356889,-1.6359114,-1.6358912,-1.6357209,-1.64093128,-1.636118646,-1.635664577,-1.641178157,-1.636173836,-1.635638751,-1.6407,-1.6362,-1.6357,-1.641,-1.6362,-1.6356
i_233_3883_AS_AMCountCorrect_PartC,0.5347838,0.534686,0.534686,0.5332897,0.5346454,0.53498,0.5349733,0.5351623,0.5351623,0.5349657,0.5349719,0.53518,0.528866147,0.534453467,0.534979715,0.528733907,0.534564451,0.535183733,0.52907,0.5344,0.53498,0.52897,0.53458,0.53518
i_233_3883_AS_AMDescriptionCorrect_PartA,-0.2774178,-0.2775378,-0.2775378,-0.2789187,-0.2775897,-0.27726,-0.2772408,-0.277104,-0.277104,-0.2773115,-0.2772714,-0.27707,-0.283352532,-0.277788234,-0.277263933,-0.283487479,-0.277687547,-0.277070487,-0.28314,-0.27784,-0.27726,-0.28325,-0.27767,-0.27707
i_233_3883_AS_FMCountCorrect_PartC,0.5404466,0.5403759,0.5403759,0.5389794,0.5403353,0.54067,0.5406632,0.5408396,0.5408396,0.5406559,0.5406622,0.54087,0.534556028,0.54014346,0.540669717,0.534423813,0.54025452,0.540873813,0.53476,0.54009,0.54067,0.53466,0.54027,0.54087
i_233_3883_AS_FMDescriptionCorrect_PartA,-0.9329075,-0.933116,-0.933116,-0.9344996,-0.9331846,-0.93287,-0.9327563,-0.9327574,-0.9327574,-0.9329245,-0.9329135,-0.93269,-0.93893294,-0.933395907,-0.932874015,-0.939068979,-0.933302476,-0.932688181,-0.93872,-0.93344,-0.93287,-0.93883,-0.93328,-0.93269
i_233_3883_AS_IncorrectMessagefor1001FM_PartB,1.7508352,1.7507415,1.7507415,1.7493312,1.7506671,1.7510427,1.7509949,1.7513052,1.7513052,1.7510907,1.7511401,1.7513,1.744945506,1.750540523,1.751067143,1.744819185,1.750667422,1.751287084,1.7451,1.7505,1.7511,1.7451,1.7507,1.7513
i_233_3883_AS_IncorrectMessagefor1010AM_PartB,0.3096333,0.3095179,0.3095179,0.3081267,0.3094666,0.30981,0.3098017,0.3099811,0.3099811,0.3097836,0.3097887,0.31001,0.303699051,0.309281358,0.309807197,0.303565903,0.309389366,0.310008184,0.3039,0.30923,0.30981,0.30381,0.30941,0.31001
i_233_3883_AS_IncorrectMessagefor1010FM_PartB,1.6121481,1.6120677,1.6120677,1.6106566,1.6120324,1.6123403,1.6123298,1.6126325,1.6126325,1.6124069,1.6124521,1.6126,1.606265521,1.611861241,1.612387967,1.606138513,1.611986443,1.612606233,1.6065,1.6118,1.6124,1.6064,1.612,1.6126
i_233_3883_AS_IncorrectMessagefor1100AM_PartB,0.5385766,0.5384789,0.5384789,0.5370825,0.5384094,0.53877,0.5387662,0.5389424,0.5389424,0.5387588,0.5387651,0.53898,0.532659015,0.538246409,0.538772664,0.532526791,0.538357444,0.538976733,0.53286,0.5382,0.53877,0.53277,0.53838,0.53898
i_233_3883_AS_IncorrectMessagefor1100FM_PartB,1.4113937,1.4113214,1.4113214,1.4099106,1.4112564,1.4116,1.411571,1.4118695,1.4118695,1.4116432,1.4116814,1.4118496,1.405512059,1.411108122,1.411634938,1.40538405,1.411230795,1.411850698,1.4057,1.4111,1.4116,1.4056,1.4112,1.4118
i_233_3883_AS_IncorrectMessageforAM1001_PartB,1.655252,1.6551825,1.6551825,1.6537716,1.6551197,1.6554468,1.6554627,1.6557696,1.6557696,1.6555248,1.6555737,1.655751,1.649382156,1.654977697,1.655504393,1.649255362,1.655103431,1.655723185,1.6496,1.6549,1.6555,1.6495,1.6551,1.6557
i_233_3883_AS_WavePropertiesCorrectinConclusion_PartD,-2.4604612,-2.460839,-2.460839,-2.4622901,-2.4610298,-2.4607,-2.460287,-2.4605841,-2.4605841,-2.4608321,-2.4607889,-2.4606,-2.466704953,-2.461249502,-2.460734988,-2.466842538,-2.461170682,-2.460564867,-2.4665,-2.4613,-2.4607,-2.4666,-2.4612,-2.4606
i_233_3906_AS_PartARed,1.1307143,1.1266196,1.1266196,1.1192491,1.1203704,1.1206257,1.1311306,1.1211106,1.1210619,1.1208902,1.1209573,1.1210462,1.115518103,1.12020663,1.120648679,1.115550257,1.120450115,1.120971062,1.1157,1.1202,1.1207,1.1158,1.1205,1.121
i_233_3906_AS_PartBFirst,3.341652,3.3315578,3.3315578,3.3158493,3.316988,3.3173033,3.3422585,3.3180855,3.3179115,3.3177976,3.3178008,3.3179772,3.312233014,3.316914833,3.317355915,3.312313654,3.317216262,3.317735497,3.3124,3.3169,3.3174,3.3125,3.3172,3.3177
i_233_3906_AS_PartBSecond,0.0851463,0.0847034,0.0847034,0.0825141,0.0836188,0.08385,0.0854509,0.0841599,0.0841599,0.0839634,0.0840346,0.0841407,0.078725353,0.083405233,0.083846665,0.078737678,0.083621697,0.084142229,0.078904,0.083365,0.083848,0.078938,0.083638,0.084142
i_233_3906_AS_PartCRedC2,-2.5410889,-2.5320067,-2.5320067,-2.5206384,-2.5195909,-2.5194253,-2.5410836,-2.5195692,-2.5194304,-2.5196277,-2.5195823,-2.519468,-2.524517265,-2.519903804,-2.519468381,-2.524579726,-2.519781217,-2.519266964,-2.5243,-2.5199,-2.5195,-2.5244,-2.5198,-2.5193
i_233_3906_AS_PartDFemale,2.4856223,2.4774442,2.4774442,2.4643822,2.4655381,2.4658129,2.4861668,2.4664579,2.4663927,2.4662237,2.4662975,2.4664041,2.460727831,2.465413973,2.46585556,2.460789433,2.465693777,2.466213808,2.4609,2.4654,2.4659,2.461,2.4657,2.4662
i_233_3906_AS_PartDMale,-1.0939144,-1.0900561,-1.0900561,-1.0860158,-1.0849542,-1.0847465,-1.0937441,-1.0846564,-1.0846044,-1.0847737,-1.084725,-1.0846133,-1.08985549,-1.085199604,-1.084760271,-1.089872337,-1.085021357,-1.084502936,-1.0897,-1.0852,-1.0848,-1.0897,-1.085,-1.0845
i_233_3906_AS_PartEClaim,-1.0988457,-1.0949692,-1.0949692,-1.0909025,-1.0898179,-1.0896,-1.0986759,-1.0895442,-1.0894947,-1.0896612,-1.0896185,-1.0894628,-1.094742404,-1.090086646,-1.089647324,-1.094759391,-1.089908577,-1.089390169,-1.0946,-1.0901,-1.0896,-1.0946,-1.0899,-1.0894
i_233_3906_AS_PartEOffspring,0.388813,0.387252,0.387252,0.3835158,0.3846094,0.38487,0.3891519,0.3852346,0.3851873,0.385016,0.3850664,0.3851712,0.37974285,0.384426478,0.384868209,0.379761217,0.384651194,0.385171986,0.37992,0.38439,0.38487,0.37996,0.38467,0.38517
i_233_3906_AS_PartEParents,-0.0474542,-0.0474872,-0.0474872,-0.0489603,-0.0478592,-0.04764,-0.0471751,-0.0473616,-0.0473616,-0.0475334,-0.0474988,-0.0473491,-0.052755664,-0.04807775,-0.047636481,-0.052746146,-0.047865082,-0.047344701,-0.052576,-0.048118,-0.047635,-0.052546,-0.047849,-0.047345
i_233_3906_AS_PartF_Females_New,0.5813644,0.5791188,0.5791188,0.5744101,0.5755085,0.57578,0.5817241,0.5761532,0.5761072,0.5759423,0.5759957,0.5761285,0.570647692,0.575333156,0.575775024,0.570669687,0.575562855,0.57608375,0.57082,0.57529,0.57578,0.57087,0.57558,0.57608
i_233_3906_AS_PartG,0.3510994,0.3497202,0.3497202,0.3461563,0.3472679,0.34751,0.3514332,0.3478438,0.3478438,0.3476502,0.3477,0.3478054,0.342381314,0.347064534,0.347506234,0.342398957,0.347288255,0.347809022,0.34256,0.34702,0.34751,0.3426,0.3473,0.34781
i_10104_41766_AS_BirthThenGrowth,-0.1976694,-0.1974736,-0.1974736,-0.1986304,-0.1975115,-0.1972964,-0.1977823,-0.1972613,-0.1972613,-0.1975176,-0.1975066,-0.19732,-0.202420231,-0.197688125,-0.1972422,-0.202759493,-0.197840937,-0.197316708,-0.20224,-0.19773,-0.19724,-0.20256,-0.19782,-0.19732
i_10104_41766_AS_BothColumn,-1.0894685,-1.0872128,-1.0872128,-1.0858005,-1.0846811,-1.0844556,-1.089599,-1.0846811,-1.0846323,-1.0848073,-1.0847857,-1.0846041,-1.089620483,-1.084884265,-1.084437819,-1.089975865,-1.085057428,-1.084532925,-1.0894,-1.0849,-1.0844,-1.0898,-1.085,-1.0845
i_10104_41766_AS_GrasshopperColumn,-1.0489983,-1.0468368,-1.0468368,-1.0455374,-1.0444179,-1.0442,-1.049127,-1.0443732,-1.0443732,-1.0445397,-1.0444819,-1.0443,-1.049356124,-1.044619974,-1.044173539,-1.049710884,-1.044792323,-1.044267819,-1.0492,-1.0447,-1.0442,-1.0495,-1.0448,-1.0443
i_10104_41766_AS_GrowthThenReproduction,-1.8374235,-1.833523,-1.833523,-1.8301575,-1.8290586,-1.8288,-1.8376588,-1.8291575,-1.8291007,-1.8292546,-1.8292136,-1.829028,-1.833997959,-1.82926219,-1.828815693,-1.834363088,-1.829448439,-1.828924152,-1.8338,-1.8293,-1.8288,-1.8342,-1.8294,-1.8289
i_10104_41766_AS_LadybugColumn,0.7540405,0.7519857,0.7519857,0.7481983,0.7493033,0.7495514,0.754072,0.7498004,0.7497058,0.7494352,0.7494865,0.7496083,0.7444457,0.749167049,0.74961181,0.744128031,0.749039785,0.749562972,0.74463,0.74913,0.74961,0.74433,0.74906,0.74956
i_10104_41766_AS_MultiSelect1,0.9486889,0.9461629,0.9461629,0.9418515,0.9429558,0.9432051,0.9486639,0.9435184,0.9433739,0.9431378,0.9431619,0.9432796,0.938106826,0.94282523,0.943269683,0.937793704,0.942703171,0.943226056,0.93829,0.94278,0.94327,0.93799,0.94272,0.94323
i_10104_41766_AS_MultiSelect2,1.4344892,1.430998,1.430998,1.4253922,1.4264854,1.4267465,1.4345494,1.4271844,1.427029,1.4267534,1.4267463,1.4269056,1.421667576,1.426377755,1.426821363,1.421365214,1.426267844,1.426789864,1.4218,1.4263,1.4268,1.4216,1.4263,1.4268
i_10104_41766_AS_MultiSelect3,1.1782885,1.1752829,1.1752829,1.1703387,1.1714715,1.1716708,1.1782764,1.1720499,1.1719014,1.1716608,1.1716578,1.1718019,1.166603504,1.171318162,1.171762227,1.166295607,1.171202029,1.171724523,1.1668,1.1713,1.1718,1.1665,1.1712,1.1717
i_10104_41766_AS_PartDMC,0.31771,0.3166819,0.3166819,0.3140652,0.315195,0.3154166,0.3176634,0.3155871,0.3154961,0.3152448,0.3152641,0.31541,0.310295072,0.315022149,0.315467518,0.30996718,0.314882979,0.31540674,0.31048,0.31498,0.31547,0.31017,0.3149,0.31541
i_10104_41766_AS_ReproductionThenBirth,-0.9371734,-0.9352895,-0.9352895,-0.9343266,-0.9332184,-0.93296,-0.9373705,-0.9331546,-0.9331546,-0.9333164,-0.9332959,-0.933102,-0.938141857,-0.933405947,-0.932959552,-0.938494843,-0.933575994,-0.933051492,-0.93796,-0.93345,-0.93296,-0.93829,-0.93356,-0.93305
i_10104_41766_AS_TomatoLifeStages,-2.2387558,-2.2340394,-2.2340394,-2.2297078,-2.2286234,-2.2284,-2.2390193,-2.2287901,-2.2286636,-2.2288544,-2.2287864,-2.2285755,-2.233557209,-2.228822726,-2.228376311,-2.233926299,-2.229014508,-2.228490455,-2.2334,-2.2289,-2.2284,-2.2337,-2.229,-2.2285
i_10104_41776_AS_AtLeastTwoTrials,1.34053,1.3374536,1.3374536,1.3316493,1.3327026,1.3329698,1.341088,1.3340907,1.3338022,1.3335646,1.3336216,1.3337246,1.328312975,1.332781336,1.333202858,1.328355227,1.333008426,1.333505252,1.3285,1.3327,1.3332,1.3285,1.333,1.3335
i_10104_41776_AS_CityInModel,-2.347483,-2.3420636,-2.3420636,-2.3362638,-2.3351995,-2.3350923,-2.3478917,-2.33626,-2.3357716,-2.3358383,-2.3357769,-2.3356641,-2.340516931,-2.336016338,-2.335592088,-2.340677497,-2.33597469,-2.335474712,-2.3404,-2.3361,-2.3356,-2.3405,-2.336,-2.3355
i_10104_41776_AS_CloudsInModel,0.2975548,0.2969475,0.2969475,0.2945167,0.2955865,0.2957785,0.2978316,0.2962594,0.2961879,0.2960338,0.2960564,0.2961575,0.290919119,0.295403926,0.295826916,0.290907843,0.295582892,0.296081447,0.29109,0.29537,0.29583,0.2911,0.2956,0.29608
i_10104_41776_AS_CorrectTrialChosen,0.1557487,0.1554749,0.1554749,0.1535556,0.1546244,0.15483,0.1559808,0.1552019,0.155166,0.1550148,0.1550382,0.1551525,0.149920164,0.154406801,0.154829952,0.149901283,0.154578887,0.155077631,0.15009,0.15437,0.15483,0.15009,0.15459,0.15508
i_10104_41776_AS_InteractionWays,-0.8396594,-0.8374598,-0.8374598,-0.8360447,-0.8349836,-0.834814,-0.839701,-0.8351393,-0.8349495,-0.8350178,-0.8350113,-0.8348785,-0.839949911,-0.835453947,-0.835030001,-0.840025577,-0.83533364,-0.834833963,-0.83978,-0.83549,-0.83503,-0.83983,-0.83532,-0.83483
i_10104_41776_AS_LightningNotNeededInModel,-2.0686788,-2.0637725,-2.0637725,-2.0586683,-2.0576317,-2.0574892,-2.0690296,-2.0585351,-2.0580881,-2.0581462,-2.0580899,-2.0579704,-2.062867938,-2.058367633,-2.057943387,-2.063015093,-2.058313528,-2.057813536,-2.0627,-2.0584,-2.0579,-2.0628,-2.0583,-2.0578
i_10104_41776_AS_ParticlesInModel,0.5787469,0.5774365,0.5774365,0.5741009,0.5751585,0.5753649,0.5791223,0.5760423,0.5759323,0.5757339,0.5757466,0.5758656,0.570577097,0.575057938,0.575480577,0.570580666,0.575250302,0.575748444,0.57075,0.57502,0.57548,0.57077,0.57527,0.57575
i_10104_41776_AS_ProcessesEarthSystems,0.8972337,0.8951525,0.8951525,0.8907774,0.8918368,0.8920741,0.8976758,0.8929268,0.8927355,0.8925188,0.8925461,0.8926689,0.887334454,0.891810328,0.892232524,0.887354498,0.89201752,0.892515142,0.88751,0.89177,0.89223,0.88754,0.89203,0.89251
i_10104_41776_AS_RainInModel,0.269304,0.268773,0.268773,0.2664524,0.267522,0.2677125,0.2695928,0.2681955,0.2681238,0.2679589,0.267962,0.2680821,0.262847313,0.267332494,0.267755517,0.262834531,0.267510098,0.268008692,0.26302,0.26729,0.26776,0.26303,0.26753,0.26801
i_10104_41776_AS_SunNotNeededInModel,-1.4558545,-1.4522244,-1.4522244,-1.4488531,-1.4478196,-1.4476552,-1.4560601,-1.4483477,-1.4480098,-1.4481024,-1.4480688,-1.4479485,-1.452915883,-1.448416978,-1.447992809,-1.453028793,-1.448331064,-1.447831135,-1.4527,-1.4485,-1.448,-1.4528,-1.4483,-1.4478
i_10104_41776_AS_VolcanoInModel,-0.6392621,-0.6375547,-0.6375547,-0.6367979,-0.6357351,-0.6355565,-0.6392481,-0.6357356,-0.6355879,-0.6356883,-0.6356751,-0.6355624,-0.640649212,-0.636154635,-0.635730802,-0.64071293,-0.636023365,-0.63552382,-0.64048,-0.63619,-0.63573,-0.64052,-0.63601,-0.63552
i_242_3126_AS_GrizzlyBlend,2.9842031,2.9922476,2.9922476,3.0027749,3.0041006,3.00455,2.9813514,2.9917277,2.9917277,2.994793,2.9927884,2.99226,2.998294172,3.00427725,3.004835596,2.99784337,3.004185694,3.004842956,2.9984,3.0042,3.0048,2.9981,3.0042,3.0048
i_242_3126_AS_GrizzlyCatch,2.6579709,2.6653528,2.6653528,2.6748898,2.6762183,2.6766654,2.6553642,2.6648729,2.6648729,2.6677076,2.6658895,2.6654048,2.670395207,2.676367912,2.676925366,2.669945644,2.676273097,2.67692927,2.6705,2.6763,2.6769,2.6702,2.6763,2.6769
i_242_3126_AS_GrizzlyEating,2.8620483,2.8698498,2.8698498,2.8800138,2.8813407,2.8817893,2.8592866,2.8693521,2.8693521,2.8722775,2.8703804,2.869871,2.875527911,2.881507606,2.882065664,2.875077195,2.881414526,2.882071435,2.8757,2.8815,2.8821,2.8753,2.8814,2.8821
i_242_3126_AS_GrizzlyFast,2.7555054,2.7630899,2.7630899,2.7729297,2.7743043,2.7747053,2.7528238,2.7626457,2.7626457,2.7655031,2.7636112,2.7630991,2.768439276,2.77441553,2.774973291,2.767989002,2.774321414,2.774977961,2.7686,2.7744,2.775,2.7683,2.7743,2.775
i_242_3126_AS_PolarBlend,2.2244642,2.2309446,2.2309446,2.2390207,2.2404,2.2407945,2.2222064,2.2305128,2.2305128,2.2329396,2.2313906,2.2309479,2.234506729,2.240459183,2.241014863,2.234063505,2.240363915,2.241017948,2.2347,2.2404,2.241,2.2343,2.2404,2.241
i_242_3126_AS_PolarEating,2.5044355,2.5114907,2.5114907,2.5205393,2.5219096,2.5223145,2.5019493,2.5110499,2.5110499,2.5137509,2.5120121,2.5115377,2.51603793,2.522004281,2.522561182,2.515590056,2.521908841,2.522564343,2.5162,2.522,2.5226,2.5159,2.5219,2.5226
i_242_3126_AS_PolarSwimming,2.1553928,2.1617151,2.1617151,2.1695555,2.1709,2.1712819,2.153193,2.1612828,2.1612828,2.1636652,2.1621657,2.1617569,2.165038464,2.170987057,2.171542396,2.164596642,2.170892044,2.171545668,2.1652,2.1709,2.1715,2.1649,2.1709,2.1715
i_242_3126_AS_PolarWarmth,2.1353679,2.1416441,2.1416441,2.1494157,2.1508,2.1511888,2.133185,2.1412208,2.1412208,2.1435811,2.1420924,2.1416776,2.144897671,2.150845114,2.151400351,2.14445627,2.150750188,2.15140369,2.1451,2.1508,2.1514,2.1447,2.1508,2.1514
i_242_3126_AS_Sentence1,3.0392927,3.0474448,3.0474448,3.058133,3.0595114,3.059908,3.0364011,3.046915,3.046915,3.050021,3.0479901,3.0474533,3.05365461,3.059639018,3.060197477,3.053203909,3.059548258,3.060205658,3.0538,3.0596,3.0602,3.0535,3.0596,3.0602
i_242_3126_AS_Sentence2,3.3554135,3.3641978,3.3641978,3.3757363,3.3771176,3.3775093,3.3523014,3.3635908,3.3635908,3.3668512,3.3647561,3.3641069,3.371271474,3.377261203,3.377820098,3.370822739,3.377175982,3.37783392,3.3714,3.3772,3.3778,3.3711,3.3772,3.3778
i_242_3126_AS_TableMatch,0.5786219,0.5808557,0.5808557,0.5825876,0.5839714,0.584304,0.5778647,0.5807763,0.5807763,0.5816772,0.5811123,0.5809793,0.577999672,0.583832084,0.584377037,0.577601453,0.583752514,0.584393816,0.57817,0.58378,0.58438,0.57786,0.58377,0.58439
i_233_3954_AS_PartA_TableMatch1,-4.9693904,-4.9640505,-4.9640505,-4.9602253,-4.9592181,-4.9589,-4.969685,-4.9595125,-4.9593447,-4.9594687,-4.9593,-4.9591456,-4.964042308,-4.959324504,-4.958879586,-4.964239369,-4.959336049,-4.958814404,-4.9639,-4.9594,-4.9589,-4.964,-4.9593,-4.9588
i_233_3954_AS_PartB_ETCTable1,2.4163936,2.4134429,2.4134429,2.4091484,2.4102802,2.4105161,2.4165779,2.4111656,2.4109274,2.4106214,2.4106967,2.4107808,2.40543137,2.410124641,2.4105667,2.405137866,2.410030171,2.410551292,2.4056,2.4101,2.4106,2.4053,2.41,2.4106
i_233_3954_AS_PartB_ETCTable2,-1.3581598,-1.3564445,-1.3564445,-1.3561772,-1.3550485,-1.3548,-1.358173,-1.3548984,-1.3548984,-1.3550568,-1.355008,-1.3548459,-1.35998647,-1.355253768,-1.354807542,-1.360222607,-1.355301075,-1.354776693,-1.3598,-1.3553,-1.3548,-1.36,-1.3553,-1.3548
i_233_3954_AS_PartB_ETCTable3,1.3524028,1.3505503,1.3505503,1.3473582,1.3484634,1.3487532,1.3525106,1.3491643,1.3490277,1.3487758,1.3487658,1.3488903,1.34361375,1.348323853,1.348767601,1.343321793,1.348228752,1.348751468,1.3438,1.3483,1.3488,1.3435,1.3482,1.3488
i_233_3954_AS_PartB_ETCTable4,-0.2597688,-0.2595631,-0.2595631,-0.2607555,-0.2596222,-0.25937,-0.2597678,-0.259271,-0.2593116,-0.2595034,-0.2595051,-0.25936,-0.264543626,-0.259814826,-0.259369101,-0.264808506,-0.259887733,-0.259363432,-0.26436,-0.25986,-0.25937,-0.26461,-0.25987,-0.25936
i_233_3954_AS_PartB_ETCTable5,1.91794,1.9154277,1.9154277,1.91162,1.9127126,1.913,1.9180461,1.9135268,1.9133724,1.9130543,1.9131115,1.9132143,1.90789074,1.912591951,1.9130348,1.907596648,1.912496019,1.913017901,1.9081,1.9126,1.913,1.9078,1.9125,1.913
i_233_3954_AS_PartB_ETCTable6,-0.224673,-0.2245048,-0.2245048,-0.2257547,-0.2246215,-0.22437,-0.2246446,-0.2242745,-0.2242745,-0.2245015,-0.2245018,-0.22436,-0.229541904,-0.224813354,-0.224367658,-0.22980766,-0.224887027,-0.224362742,-0.22936,-0.22485,-0.22437,-0.22961,-0.22487,-0.22436
i_233_3954_AS_PartC_TableMatch1,1.2297186,1.2279787,1.2279787,1.2249274,1.2260392,1.2263,1.2297571,1.2266919,1.2265585,1.2263074,1.2263244,1.2264832,1.221179554,1.225891498,1.226335434,1.220888549,1.225797025,1.22631991,1.2214,1.2259,1.2263,1.2211,1.2258,1.2263
i_233_3954_AS_PartD_Simulation1,-0.4453858,-0.4449481,-0.4449481,-0.4458763,-0.4447421,-0.44449,-0.4453886,-0.4444532,-0.4444532,-0.4446391,-0.4446384,-0.44448,-0.449668677,-0.444938682,-0.444492819,-0.449928802,-0.445007415,-0.444483039,-0.44949,-0.44498,-0.44449,-0.44973,-0.44499,-0.44448
i_233_3954_AS_PartD_Simulation2,0.4167021,0.4160152,0.4160152,0.4139221,0.4150661,0.41532,0.41673,0.4155355,0.4154541,0.415228,0.415271,0.4153905,0.41015159,0.414874214,0.415319263,0.409871708,0.414788458,0.415312285,0.41033,0.41483,0.41532,0.41007,0.4148,0.41531
i_233_3954_AS_PartE_ETC1,-1.4784346,-1.4765504,-1.4765504,-1.4761223,-1.4749933,-1.4748,-1.4784879,-1.4748993,-1.4748524,-1.4750109,-1.4749581,-1.4748032,-1.479933157,-1.475200468,-1.474754231,-1.480166387,-1.475245156,-1.474720816,-1.4798,-1.4752,-1.4748,-1.48,-1.4752,-1.4747
i_233_3954_AS_PartE_ETC3,-1.8728989,-1.8705133,-1.8705133,-1.8695633,-1.8684139,-1.8682,-1.8730166,-1.8683814,-1.8683299,-1.868486,-1.8684114,-1.868303,-1.87337834,-1.868646213,-1.868199995,-1.873602963,-1.868683144,-1.868158999,-1.8732,-1.8687,-1.8682,-1.8734,-1.8687,-1.8682
i_242_2406_AS_FirstPart,1.9441037,1.937391,1.937391,1.9224439,1.9235374,1.9237991,1.944621,1.9255492,1.9246347,1.9243584,1.9243835,1.9245168,1.919076825,1.923637854,1.924067243,1.919140419,1.92389137,1.924396723,1.9192,1.9236,1.9241,1.9193,1.9239,1.9244
i_242_2406_AS_PartBGrowinThinSoil,1.088815,1.0842781,1.0842781,1.0738074,1.0748904,1.0751464,1.0892492,1.0765083,1.0758368,1.0755989,1.075623,1.0757472,1.070371848,1.074937782,1.075367738,1.070436759,1.075193749,1.075699891,1.0705,1.0749,1.0754,1.0706,1.0752,1.0757
i_242_2406_AS_PartBPreventWaterLoss,0.5396487,0.536772,0.536772,0.5297242,0.5308089,0.5310497,0.540018,0.5320598,0.5316545,0.5313982,0.5314273,0.5315597,0.526233784,0.530801498,0.531231697,0.526296716,0.53105599,0.531562484,0.52641,0.53076,0.53123,0.52649,0.53107,0.53156
i_242_2406_AS_PartBProvideWarmth,0.7685689,0.7649754,0.7649754,0.7564747,0.7575834,0.7578062,0.7689659,0.7589827,0.7584343,0.7581931,0.758256,0.75834,0.753008024,0.757575176,0.75800529,0.75307187,0.757830399,0.758336768,0.75318,0.75754,0.75801,0.75327,0.75785,0.75834
i_242_2406_AS_PartBStrongWind,0.6075804,0.6044881,0.6044881,0.5970317,0.598117,0.598359,0.6079576,0.5994379,0.5989821,0.5987191,0.5987823,0.5988778,0.593548428,0.598116004,0.598546181,0.593611631,0.598370718,0.598877178,0.59372,0.59808,0.59855,0.59381,0.59839,0.59888
i_242_2406_AS_PartCfuzzy,-0.9456503,-0.9431102,-0.9431102,-0.9389614,-0.9378802,-0.9376705,-0.9454835,-0.9377182,-0.9374324,-0.9375651,-0.9375715,-0.9374051,-0.942613259,-0.938049747,-0.937619768,-0.94254944,-0.937793921,-0.937287587,-0.94244,-0.93809,-0.93762,-0.94235,-0.93778,-0.93729
i_242_2406_AS_PartCShortRoots,-0.4404497,-0.4398589,-0.4398589,-0.4397444,-0.4386692,-0.4384485,-0.440199,-0.4381276,-0.4380829,-0.438252,-0.438252,-0.4381178,-0.443342145,-0.438775621,-0.438345409,-0.443280533,-0.438522072,-0.438015487,-0.44317,-0.43882,-0.43834,-0.44309,-0.43851,-0.43802
i_242_2406_AS_PartCsmallleaves,-1.7014465,-1.695983,-1.695983,-1.685695,-1.6846483,-1.6844562,-1.7013864,-1.6849714,-1.6843045,-1.6844769,-1.6844208,-1.6842427,-1.689419888,-1.684863225,-1.684433838,-1.689349713,-1.684600884,-1.684095225,-1.6892,-1.6849,-1.6844,-1.6892,-1.6846,-1.6841
i_242_2406_AS_PartCSmallSize,-1.1001191,-1.0970197,-1.0970197,-1.0916145,-1.0905352,-1.0903,-1.0999747,-1.0904605,-1.0901165,-1.0902446,-1.0902375,-1.0900987,-1.09528212,-1.090719816,-1.090289938,-1.095217261,-1.090462927,-1.089956707,-1.0951,-1.0908,-1.0903,-1.095,-1.0904,-1.09
i_242_2406_AS_SecondPart,0.8732146,0.8693091,0.8693091,0.8601444,0.8612539,0.8614785,0.873624,0.8627021,0.8621443,0.8618902,0.8619398,0.86202,0.856688204,0.861255009,0.861685076,0.856752444,0.86151053,0.862016831,0.85686,0.86122,0.86169,0.85695,0.86153,0.86202
i_242_2406_AS_Selection1,1.271407,1.2663606,1.2663606,1.2548381,1.2559404,1.2561811,1.2718611,1.2576368,1.2568978,1.2566635,1.2566846,1.2568004,1.251419032,1.255984085,1.256413933,1.251484274,1.256240166,1.256746157,1.2516,1.2559,1.2564,1.2517,1.2563,1.2567
i_242_2406_AS_Selection2,0.2807347,0.2787203,0.2787203,0.2734813,0.2745859,0.2747803,0.2811005,0.2756687,0.2753563,0.2751036,0.275146,0.2752418,0.269963086,0.274531078,0.274961339,0.270025093,0.274784802,0.275291393,0.27014,0.27449,0.27496,0.27022,0.2748,0.27529
i_20201_4627_AS_PartA_Layer1,2.782216,2.7823271,2.7823271,2.7899999,2.7918037,2.7921963,2.7773852,2.777442,2.777442,2.7780332,2.7776803,2.7778101,2.784676582,2.792507755,2.793214937,2.783816126,2.791968219,2.792800029,2.7849,2.7924,2.7932,2.7842,2.792,2.7928
i_20201_4627_AS_PartA_Layer2,2.8372832,2.8373994,2.8373994,2.8451715,2.8469741,2.8473677,2.832399,2.8324562,2.8324562,2.8330515,2.8326946,2.8328245,2.839859349,2.847689716,2.84839683,2.83899794,2.847149644,2.847981369,2.8401,2.8476,2.8484,2.8394,2.8472,2.848
i_20201_4627_AS_PartA_Layer3,2.1272956,2.1273481,2.1273481,2.1336818,2.135526,2.1359137,2.1231557,2.1232064,2.1232064,2.123757,2.1234565,2.1235807,2.128226173,2.136055288,2.136762281,2.127382457,2.135526355,2.136357984,2.1284,2.136,2.1368,2.1277,2.1356,2.1364
